pais,entidad,relacion,objeto
argentina,tormenta de santa rosa,puede_ser,una de primeras tormentas
argentina,tormenta de santa rosa,región,porción sudeste de américa del sur
argentina,tormenta de santa rosa,región_característica,tormentas fuertes frecuentes
argentina,tormenta de santa rosa,religiosa_nombre,rosa
argentina,tormenta de santa rosa,resultado,ciudad de lima quedó a salvo
argentina,tormenta de santa rosa,rosa_encabezó,rogativa desde iglesia
argentina,tormenta de santa rosa,santa_rosa_es,santa patrona de américa
argentina,tormenta de santa rosa,según_meteorólogos,no tiene intensidad atribuida
argentina,tormenta de santa rosa,según_meteorólogos,no tiene regularidad atribuida
argentina,tormenta de santa rosa,según_meteorólogos,normalmente no es la más fuerte
argentina,tormenta de santa rosa,según_mito_popular,sería más fuerte del año
argentina,tormenta de santa rosa,suele_llegar_con,lluvia en forma chaparrón
argentina,tormenta de santa rosa,también_llamada,temporal de santa rosa
argentina,tormenta de santa rosa,zona_observación,chaqueña
argentina,tormenta de santa rosa,zona_observación,mesopotámica
argentina,tormenta de santa rosa,zona_observación,pampeana
argentina,tormenta de santa rosa,zona_observación,sur de brasil
argentina,tormenta de santa rosa,zona_popularidad,córdoba
argentina,tormenta de santa rosa,zona_popularidad,región de cuyo
argentina,tormenta de santa rosa,zona_popularidad,río de la plata
argentina,tormenta de santa rosa,época_tormentas_fuertes,primavera y verano
bolivia,abchanchu,alimentación_final,fuerza vital del corazón
bolivia,abchanchu,apariencia_versión_2,barrigón
bolivia,abchanchu,apariencia_versión_2,calvo
bolivia,abchanchu,apariencia_versión_2,enorme pene
bolivia,abchanchu,apariencia_versión_2,hombre pequeño
bolivia,abchanchu,apariencia_versión_2,sonrosado
bolivia,abchanchu,asociado_con,aislamiento
bolivia,abchanchu,característica,glotonería
bolivia,abchanchu,característica,mucho apetito sexual
bolivia,abchanchu,conexión_con,tradiciones vampíricas globales
bolivia,abchanchu,conocido_como,aquel que come con ira
bolivia,abchanchu,consejo_amauta,simular ir acompañado
bolivia,abchanchu,consejo_enfrentamiento,no hay que temerle
bolivia,abchanchu,crea_a_su_paso,vientos arremolinados
bolivia,abchanchu,disfraz_versión_1,anciano necesitado de auxilio
bolivia,abchanchu,disfraz_versión_1,persona amable necesitada ayuda
bolivia,abchanchu,encarna_miedo,tener confianza cuando no se debería
bolivia,abchanchu,es,ser mitológico de los andes
bolivia,abchanchu,expresión_aymara,anchanchun uñkata
bolivia,abchanchu,expresión_víctimas,haber sido vistos por anchanchu
bolivia,abchanchu,frase_enfrentamiento,no molestes ándate
bolivia,abchanchu,función_cultural,advertencia sobre ayudar desconocidos
bolivia,abchanchu,función_cultural,advertencia sobre caminar solos
bolivia,abchanchu,horario_actividad,durante la noche
bolivia,abchanchu,metamorfosis,chola hermosa adinerada
bolivia,abchanchu,metamorfosis,llena de joyas
bolivia,abchanchu,metamorfosis,mujer extranjera desnuda voluptuosa
bolivia,abchanchu,método_ataque_versión_1,valerse de compasión humana
bolivia,abchanchu,método_ataque_versión_2,seducción
bolivia,abchanchu,ofrenda_compuesta,desperdicios secos y duros de comida
bolivia,abchanchu,ofrenda_se_asemeja,heces
bolivia,abchanchu,parte_de_tradición,espíritus y monstruos de viajes
bolivia,abchanchu,predilección,sangre
bolivia,abchanchu,región,aymara de bolivia
bolivia,abchanchu,relacionado_con,ekeko
bolivia,abchanchu,relación_con_ekeko,hermanastro
bolivia,abchanchu,se_alimenta_de,propios excrementos
bolivia,abchanchu,se_alimenta_de,sangre de quienes prestan ayuda
bolivia,abchanchu,se_desplaza_por,caminos solitarios
bolivia,abchanchu,se_desplaza_por,senderos de montaña
bolivia,abchanchu,según_especialistas,ser maligno más temido por aymaras
bolivia,abchanchu,si_ofrenda_no_satisface,muerte inminente
bolivia,abchanchu,similar_a,vampiros europeos
bolivia,abchanchu,también_llamado,anchancho
bolivia,abchanchu,también_llamado,anchanchu
bolivia,abchanchu,tratamiento_víctimas,con ayuda de yatiris
bolivia,abchanchu,vestimenta,con lujos
bolivia,abchanchu,vive_en,cuevas y grutas del altiplano
bolivia,abchanchu,víctimas_mueren,enfermedades extrañas
bolivia,abchanchu,víctimas_mueren,pérdida de sangre
bolivia,abchanchu,yatiris_arman,ofrenda ch'iyara misa
bolivia,akakor,acusador,rüdiger nehberg
bolivia,akakor,aparición_en_cine,indiana jones y el reino de la calavera de cristal
bolivia,akakor,año_película,2008
bolivia,akakor,año_publicación_libro,1976
bolivia,akakor,característica,antiquísima
bolivia,akakor,combinado_en_película_con,el dorado
bolivia,akakor,es,supuesta ciudad subterránea
bolivia,akakor,fuente_información,tatunca nara
bolivia,akakor,libro,la crónica de akakor
bolivia,akakor,nombre_en_película,akator
bolivia,akakor,posible_ubicación,entre bolivia brasil y perú
bolivia,akakor,primera_mención,libro de karl brugger
bolivia,akakor,tatunca_nara_acusado_de_ser,günther hauck alemán
bolivia,akakor,tatunca_nara_afirmaba_ser,cacique indígena
bolivia,akakor,ubicación_supuesta,selva amazónica
bolivia,bernita de chokhercamiri,chokhercamiri_era_antiguamente,pueblito riente y verdoso
bolivia,bernita de chokhercamiri,chokhercamiri_es,lugar maldito
bolivia,bernita de chokhercamiri,chokhercamiri_quedó,"deshabitado, nebuloso y frío"
bolivia,bernita de chokhercamiri,chokhercamiri_tiene,ruinas
bolivia,bernita de chokhercamiri,chokhercamiri_tiene_características,nebuloso y frío intenso y perenne
bolivia,bernita de chokhercamiri,el_hermoso_mancebo_demandaba,amores
bolivia,bernita de chokhercamiri,habita_en_chokhercamiri,el hijo de mujer y bernita (diablo)
bolivia,bernita de chokhercamiri,la_hija_condescendió_a,sus requiebros
bolivia,bernita de chokhercamiri,la_hija_estaba_encerrada_en,habitación con llave
bolivia,bernita de chokhercamiri,la_hija_maldijo,el pueblo
bolivia,bernita de chokhercamiri,la_hija_tenía_características,extrema belleza cuidada celosamente
bolivia,bernita de chokhercamiri,los_padres_echaron_a,la hija con su vástago
bolivia,bernita de chokhercamiri,lugar,chokhercamiri
bolivia,bernita de chokhercamiri,nació,"criatura horrible: medio humano, medio animal"
bolivia,bernita de chokhercamiri,pertenece_a,bolivia
bolivia,bernita de chokhercamiri,ubicación,"camino de quime a inquisivi, departamento de la paz"
bolivia,bernita de chokhercamiri,visitó_a_la_hija,hermoso mancebo
bolivia,bernita de chokhercamiri,vivía_en_el_pueblo,familia de campesinos con única hija
bolivia,boca del sapo,acceso,caminando por detrás del calvario
bolivia,boca del sapo,acceso,en lancha
bolivia,boca del sapo,adoración,personas de perú y bolivia
bolivia,boca del sapo,considerada,milagrosa
bolivia,boca del sapo,es,formación rocosa
bolivia,boca del sapo,forma,boca de sapo o rana
bolivia,boca del sapo,mes_mayor_visita,agosto
bolivia,boca del sapo,ofrenda,alimentos
bolivia,boca del sapo,ofrenda,bebidas
bolivia,boca del sapo,ofrenda,miniaturas
bolivia,boca del sapo,ofrenda_colocada,boca del animal
bolivia,boca del sapo,relación,fiestas virgen de copacabana
bolivia,boca del sapo,ritual,lanzar botellas de bebidas alcohólicas
bolivia,boca del sapo,señal_buena_suerte,botellas se hacen añicos
bolivia,boca del sapo,ubicación,copacabana bolivia
bolivia,bolivia,tiene_mito_y_leyenda,abchanchu
bolivia,bolivia,tiene_mito_y_leyenda,akakor
bolivia,bolivia,tiene_mito_y_leyenda,boca del sapo
bolivia,bolivia,tiene_mito_y_leyenda,chancho verde
bolivia,bolivia,tiene_mito_y_leyenda,chullachaqui
bolivia,bolivia,tiene_mito_y_leyenda,chupacabras
bolivia,bolivia,tiene_mito_y_leyenda,diosa madre
bolivia,bolivia,tiene_mito_y_leyenda,duende
bolivia,bolivia,tiene_mito_y_leyenda,ekeko
bolivia,bolivia,tiene_mito_y_leyenda,gauchito gil
bolivia,bolivia,tiene_mito_y_leyenda,jichi
bolivia,bolivia,tiene_mito_y_leyenda,la llorona
bolivia,bolivia,tiene_mito_y_leyenda,laguna isireri
bolivia,bolivia,tiene_mito_y_leyenda,pasaje santa teresa
bolivia,bolivia,tiene_mito_y_leyenda,qati qati
bolivia,bolivia,tiene_mito_y_leyenda,silbaco
bolivia,bolivia,tiene_mito_y_leyenda,tokjuaj
bolivia,chancho verde,al_huir_deja,olor a azufre
bolivia,chancho verde,asociado_con,mal de mina
bolivia,chancho verde,característica_física,ojos fulgurantes
bolivia,chancho verde,causa,enfermedades pulmonares
bolivia,chancho verde,comportamiento,espantar mineros
bolivia,chancho verde,creencia,sobrevivientes padecen enfermedades pulmonares
bolivia,chancho verde,creencia,ver al chancho condena a muerte
bolivia,chancho verde,cuerpo,cuerpo de cerdo
bolivia,chancho verde,es,ser mitológico
bolivia,chancho verde,función,custodiar metales preciosos
bolivia,chancho verde,función,custodiar vetas de minerales
bolivia,chancho verde,método_asustar,emitir gruñidos
bolivia,chancho verde,método_asustar,emitir lamentos
bolivia,chancho verde,región,noroeste de argentina
bolivia,chancho verde,región,sur de bolivia
bolivia,chullachaqui,acción_con_niños,secuestra para jugar
bolivia,chullachaqui,acción_con_niños_según_otros,los destroza
bolivia,chullachaqui,agresión_hacia,ateos
bolivia,chullachaqui,agresión_hacia,personas corruptas
bolivia,chullachaqui,agresión_hacia,personas pecadoras
bolivia,chullachaqui,animales_pie,venado sajino tortuga gallo
bolivia,chullachaqui,apariencia,usa gran sombrero de paja
bolivia,chullachaqui,asociado_con,diablo
bolivia,chullachaqui,característica_principal,pies diferentes
bolivia,chullachaqui,comportamiento,puede ser agresivo
bolivia,chullachaqui,comportamiento,puede ser amistoso
bolivia,chullachaqui,considerado,espíritu del bosque
bolivia,chullachaqui,considerado,fauno
bolivia,chullachaqui,considerado,guardián del bosque
bolivia,chullachaqui,en_español,chulla chakji
bolivia,chullachaqui,en_quechua,tsulla chaki
bolivia,chullachaqui,estatura,apenas rebasa un metro
bolivia,chullachaqui,etimología_quechua,chaki = pie
bolivia,chullachaqui,etimología_quechua,chulla = impar único asimétrico
bolivia,chullachaqui,forma_asustar,gritarle en el oído
bolivia,chullachaqui,función,engañar víctimas
bolivia,chullachaqui,función,hacer perder en vegetación
bolivia,chullachaqui,nariz,prominente
bolivia,chullachaqui,ojos,rojos
bolivia,chullachaqui,orejas,puntiagudas
bolivia,chullachaqui,origen_según_creencia,relación duende con demonio
bolivia,chullachaqui,otro_pie,de animal
bolivia,chullachaqui,poder,adoptar forma de persona conocida
bolivia,chullachaqui,popularidad,selva peruana
bolivia,chullachaqui,postura,camina encorvado
bolivia,chullachaqui,región_conocimiento,cuzco selvático
bolivia,chullachaqui,región_conocimiento,huánuco
bolivia,chullachaqui,región_conocimiento,loreto
bolivia,chullachaqui,región_conocimiento,madre de dios
bolivia,chullachaqui,región_conocimiento,san martín
bolivia,chullachaqui,región_conocimiento,tingo maría
bolivia,chullachaqui,región_conocimiento,ucayali
bolivia,chullachaqui,rostro,arrugado
bolivia,chullachaqui,según_algunos,espíritu infantil
bolivia,chullachaqui,significado_nombre,un pie
bolivia,chullachaqui,también_llamado,pie disparejo
bolivia,chullachaqui,también_llamado,shapishico
bolivia,chullachaqui,un_pie,de humano
bolivia,chullachaqui,vestimenta,harapos muy sucios
bolivia,chullachaqui,víctimas,quienes caminan solos por trochas
bolivia,chupacabras,altura,1.20 a 1.50 metros
bolivia,chupacabras,apariencia_común,criatura parecida a reptil
bolivia,chupacabras,ataca,animales de diferentes especies
bolivia,chupacabras,ataca_en,zonas ganaderas
bolivia,chupacabras,ataca_en,zonas rurales
bolivia,chupacabras,avistamientos_en,américa del norte
bolivia,chupacabras,avistamientos_en,argentina
bolivia,chupacabras,avistamientos_en,bolivia
bolivia,chupacabras,avistamientos_en,brasil
bolivia,chupacabras,avistamientos_en_estados_unidos,coyotes con sarna
bolivia,chupacabras,año_origen,1995
bolivia,chupacabras,característica,hilera de espinas en espalda
bolivia,chupacabras,color,gris verdoso con manchas negras
bolivia,chupacabras,descripción_original_basada_en,película species
bolivia,chupacabras,es,críptido legendario
bolivia,chupacabras,explicación_científica,animales con sarna
bolivia,chupacabras,lugar_primer_ataque,puerto rico
bolivia,chupacabras,método_ataque,chupar sangre
bolivia,chupacabras,ojos,enormes ojos rojos brillantes
bolivia,chupacabras,origen_del_mito,puerto rico
bolivia,chupacabras,piel,coriácea o escamosa
bolivia,chupacabras,primer_ataque_reportado,marzo 1995
bolivia,chupacabras,tamaño,como oso pequeño
bolivia,chupacabras,término_creado_por,silverio pérez
bolivia,chupacabras,víctimas_frecuentes,cabras
bolivia,condor jipiña,asediaba_a_la_pareja,un cóndor
bolivia,condor jipiña,buscaban_emisarios_del_imperio_a,príncipe kuntur mallku
bolivia,condor jipiña,el_cacique_sabio_tenía,dos hijos: un varón prudente y una hija bella
bolivia,condor jipiña,el_cóndor_es,emperador de las aves
bolivia,condor jipiña,el_cóndor_es_considerado,"ave más inteligente, fuerte y audaz"
bolivia,condor jipiña,el_cóndor_herido_fue_transformado_en_roca_por,wiracocha
bolivia,condor jipiña,el_cóndor_herido_voló_a,una cúspide cercana
bolivia,condor jipiña,el_cóndor_puede,cambiar el color de sus plumas
bolivia,condor jipiña,el_cóndor_puede,seducir a pastoras
bolivia,condor jipiña,el_cóndor_tiene_naturaleza,célibe
bolivia,condor jipiña,el_extranjero_hermoso_fue_rechazado_por,el cacique
bolivia,condor jipiña,el_extranjero_hermoso_pidió,la mano de la hija
bolivia,condor jipiña,el_mancebo_hirió_mortalmente,al cóndor con proyectil de oro
bolivia,condor jipiña,el_príncipe_kuntur_mallku_fue_a,buscar esposa
bolivia,condor jipiña,el_príncipe_kuntur_mallku_tenía_poder_de,metamorfosearse en cóndor
bolivia,condor jipiña,gobernaba,un cacique sabio
bolivia,condor jipiña,la_hija_del_cacique_se_enamoró_de,un mancebo
